# Phenotype data for Lg/Sm mouse advanced intercross line. This table
# includes phenotype data from 3-day fear conditioning study for 490
# mice (249 males and 241 females) from the F2 cross, and 687 mice
# (353 males and 334 females) from the F34 cross. See phenome.jax.org
# for details on the LG/J and SM/J mouse strains.
#
# The table is stored in comma-delimited ("csv") format. Each row
# corresponds to an individual mouse. Missing entries are marked as
# "NA".
# 
# The columns of the table from left to right are:
#
#  (1) id (a unique number assigned to each individual)
#  (2) filial generation (either F2 or F34)
#  (6) litter id
#  (7) litter size  
#  (3) sex (M = male, F = female)
#  (4) coat color (W = white, B = black, A = agouti)
#  (5) age (in days)
#  (6) average proportion of time freezing on Day 1 before mouse is
#      exposed to tones and shocks ("pre-training freezing")
#  (7) average proportion of time freezing on Day 2 in an environment 
#      identical to Day 1 ("freezing to context")
#  (8) average proportion of time freezing on Day 3 in an altered
#      environment, after the tone is presented at the same time as 
#      Day 1 ("freezing to cue")
# 
id,generation,litterid,littersize,sex,coatcolor,age,pretrainfreeze,freezetocontext,freezetocue
372,F34,2,8,M,B,50,0.0267,0.0536,0.16515
373,F34,2,8,M,W,50,0.0498,0.0321,0.19645
374,F34,2,8,F,W,50,0.0356,0.025,0.26785
375,F34,2,8,F,W,50,0.0214,0.0178,0.4286
376,F34,2,8,F,W,50,0.0125,0.032,0.7545
377,F34,2,11,F,B,61,0.0534,0.1085,0.65625
378,F34,2,11,F,B,61,0.0765,0.1655,0.67415
379,F34,2,11,F,B,61,0.0751,0.1018,0.3884
380,F34,2,11,F,B,61,0.0267,0.1192,0.00895
381,F34,2,11,F,B,61,0.0569,0.1661,0.4643
382,F34,2,11,F,B,61,0.0516,0.075,0.31695
383,F34,2,11,M,B,61,0.0589,0.0749,0.27235
384,F34,2,11,M,B,61,0.1107,0.1729,0.625
385,F34,2,11,F,B,61,0.0587,0.125,0.5
386,F34,2,11,F,B,61,0.0925,0.1571,0.32145
387,F34,2,11,M,B,61,0.0536,0.057,0.2277
389,F34,2,10,M,B,61,0.082,0.0839,0.27675
390,F34,2,10,F,B,61,NA,0.0534,0.3393
391,F34,2,10,F,B,61,0.0927,0.0267,0.067
392,F34,2,10,F,B,61,0.0963,0.0854,0.26785
393,F34,2,10,F,B,61,0.0749,0.0569,0.01785
394,F34,2,10,M,B,61,NA,NA,NA
395,F34,2,10,M,B,61,0.0695,0.0518,0.1384
396,F34,2,10,F,W,61,0.057,0.0712,0.51785
397,F34,2,10,M,B,61,NA,NA,NA
398,F34,2,2,F,B,60,0.0623,0.0302,0.59375
399,F34,2,2,M,W,60,0.0125,0.0053,0.16965
400,F34,2,11,M,B,60,0.0463,0.0143,0.2009
401,F34,2,11,F,B,60,0.0658,0.1929,0.16965
402,F34,2,11,F,B,60,0.0321,0.137,0.0491
403,F34,2,11,F,B,60,0.0536,0.016,0.08035
404,F34,2,11,M,B,60,0.0463,0.1747,0.2366
405,F34,2,11,F,B,60,0.0768,0.2491,0.05355
406,F34,2,11,M,B,60,0.0445,0.0089,0
407,F34,2,11,F,B,60,0.075,0.2011,0.5045
408,F34,2,11,F,B,60,0.0267,0.0302,0.2723
409,F34,2,11,M,W,60,0.0071,0.0695,0.08035
410,F34,2,11,F,W,60,0.0302,0.0231,0.39285
411,F34,2,8,F,A,60,0.0996,0.275,0.86605
412,F34,2,8,F,B,60,0.0302,0.0875,0.4732
413,F34,2,8,F,W,60,0.0267,0.0196,0.6518
414,F34,2,8,F,W,60,0.0125,0.0765,0.45535
415,F34,2,8,F,W,60,0.0249,0.0161,0.3259
416,F34,2,8,F,W,60,0.0374,0.0374,0.07145
417,F34,2,8,F,NA,60,0.0071,0.0285,0.4732
418,F34,2,8,F,W,60,0.0142,0.0178,0.5491
419,F34,2,8,F,A,58,0.0445,0.0588,0.27325
421,F34,2,8,F,A,58,0.0249,0.0321,0.27735
422,F34,2,8,F,A,58,0.0641,0.0927,0.32245
423,F34,2,8,F,A,58,0.0836,0.0838,0.304
424,F34,2,8,M,A,58,0.0979,0.18,0.47765
425,F34,2,8,F,B,58,0.0089,0.05,0.1473
426,F34,2,8,M,B,58,0.0516,0.0713,0.3393
427,F34,1,9,M,A,56,0.0445,0.0552,0.37945
428,F34,1,9,M,A,56,0.0196,0.0534,0.08035
429,F34,1,9,F,A,56,0.0302,0.0696,0.2143
430,F34,1,9,F,B,56,0.1246,0.0429,0.05805
431,F34,1,9,M,B,56,0.0302,0.1103,0.5179
432,F34,1,9,F,W,56,0.0036,0.0143,0.1205
433,F34,1,9,F,W,56,0.0641,0.0643,0.12055
434,F34,1,9,F,W,56,0.0231,0.0802,0.54465
435,F34,1,9,M,W,56,0.0427,0.0658,0.5268
436,F34,2,7,M,A,56,0.0872,0.0802,0.8527
437,F34,2,7,F,A,56,0.0605,0.0391,0.192
438,F34,2,7,M,A,56,0.0534,0.0231,0.47765
439,F34,2,7,M,A,56,NA,0.0338,0.23215
440,F34,2,7,F,B,56,0.0516,0,0.2991
441,F34,2,7,F,B,56,0.0658,0.0498,0.33485
442,F34,2,7,F,B,56,0.0605,0.089,0.19195
443,F34,2,4,F,B,76,0.0214,0.0357,0.6027
444,F34,2,4,M,B,76,NA,NA,NA
445,F34,2,4,M,B,76,0.016,0.0911,0.78575
447,F34,2,11,M,A,76,0.0804,0.1584,0.29465
448,F34,2,11,F,A,76,0.025,0.2438,0.2009
449,F34,2,11,M,A,76,0.0911,0.0783,0.2143
450,F34,2,11,F,A,76,0.1052,0.121,0.3125
451,F34,2,11,F,A,76,0.0677,0.1708,0.25445
452,F34,2,11,M,A,76,0.0374,0.0961,0.08035
453,F34,2,11,M,A,76,0.0836,0.1459,0.4286
454,F34,2,11,F,A,76,0.0909,0.0996,0.1161
455,F34,2,11,F,A,76,0.0427,0.1548,0.46875
456,F34,2,11,M,B,76,0.0391,0.073,0.0536
457,F34,2,11,M,B,76,0.0839,0.0623,0.06695
458,F34,2,6,F,B,76,0.0107,0.1228,0.28575
459,F34,2,6,F,B,76,0.0391,0.032,0.0982
460,F34,2,6,M,B,76,0.0854,0.3381,0.70535
461,F34,2,6,F,W,76,0.016,0.0214,0.3482
463,F34,2,6,F,W,76,0.0214,0.0534,0.59825
464,F34,2,6,F,B,76,0.0178,0.0321,0.12055
465,F34,2,6,F,B,76,NA,NA,NA
466,F34,2,6,F,B,76,0.0267,0.0357,0.0402
467,F34,2,6,M,B,76,0.0553,0.0107,0.15175
468,F34,2,6,F,B,76,0.032,0.0463,0.00895
469,F34,2,6,M,B,76,NA,NA,NA
470,F34,2,11,M,A,75,0.0641,0.153,0.1384
471,F34,2,11,F,A,75,0.0374,0.0605,0.49105
472,F34,2,11,M,A,75,0.1141,NA,0.73215
473,F34,2,11,M,A,75,NA,0.1103,0.73215
474,F34,2,11,M,A,75,0.1016,0.258,0.3348
475,F34,2,11,F,A,75,0.0374,0.0694,0.8616
476,F34,2,11,M,A,75,0.1246,0.2865,0.8259
477,F34,2,11,M,B,75,NA,0.1352,0.2366
478,F34,2,11,M,B,75,0.0143,0.1676,0.15625
479,F34,2,11,F,B,75,0.0302,0.0605,0.26785
480,F34,2,11,F,B,75,NA,NA,NA
482,F34,2,9,F,B,74,0.0285,0.1637,0.40625
483,F34,2,9,F,B,74,0.016,0.1157,0.6384
484,F34,2,9,M,B,74,0.0765,0.0268,0.00895
486,F34,2,9,F,B,74,0.0302,0.0801,0.08035
487,F34,2,9,F,B,74,0.0658,0.073,0.0491
490,F34,2,2,M,B,74,0.1075,0.0927,0.00895
491,F34,2,2,M,W,74,0.0215,0.041,0.0893
492,F34,2,5,M,A,75,0.0516,0.3007,0.7991
493,F34,2,5,M,A,75,0.1299,0.1744,0.4866
494,F34,2,5,M,W,75,0.0107,0.0142,0.6161
495,F34,2,5,M,W,75,0.0232,0.0231,0.27675
496,F34,2,5,M,W,75,0.0214,NA,0.89285
498,F34,2,2,F,W,73,0.0036,0.1566,0.7589
499,F34,2,8,F,A,72,0.0873,0.1744,0.1741
500,F34,2,8,F,A,72,0.0535,0.1495,0.1741
501,F34,2,8,F,B,72,0.0125,0.0196,0.0893
502,F34,2,8,F,B,72,0.0196,0.0267,0.28125
503,F34,2,8,M,W,72,0.0765,0.0587,0.0982
504,F34,2,8,M,W,72,0.016,0.0107,0.24555
505,F34,2,8,F,W,72,0.0302,0.0107,0.2991
506,F34,2,8,F,W,72,0.0107,0.0053,0.72325
507,F34,1,5,M,W,72,0.0107,0.0605,0.7009
508,F34,1,5,F,W,72,0.0196,0.0285,0.3616
509,F34,1,5,M,W,72,0.0302,0.048,0.6027
510,F34,1,5,M,W,72,0.0071,0.048,0.12055
511,F34,1,5,F,W,72,0,0.3737,0.84375
512,F34,1,8,M,B,71,0.0231,0.0302,0.1295
513,F34,1,8,M,B,71,0.0374,0.274,0.5223
514,F34,1,8,M,B,71,0.0712,0.1352,0.08035
515,F34,1,8,M,B,71,0.0142,0.2153,0.7366
516,F34,1,8,F,B,71,0.016,0.0589,0.00895
517,F34,1,8,M,B,71,0.0285,0.0178,0.04465
518,F34,1,8,F,W,71,0.0214,0.125,0.49555
519,F34,1,8,M,W,71,0.0302,0.0534,0.2366
520,F34,1,5,F,B,70,0.0338,0.0338,0.12945
521,F34,1,5,F,B,70,0.0196,0.0178,0.21875
522,F34,1,5,F,W,70,0.0142,0.1352,0.16965
523,F34,1,5,F,W,70,0.0125,0.0534,0.05805
525,F34,2,11,M,A,67,0.048,0.1441,0.26785
526,F34,2,11,M,A,67,0.0089,0.0607,0.1518
527,F34,2,11,M,B,67,0.0089,0.4482,0.66075
528,F34,2,11,F,B,67,0.0463,0.2811,0.6518
529,F34,2,11,F,B,67,0.0498,0.2117,0.0848
530,F34,2,11,M,W,67,0.0107,0.347,0.80805
531,F34,2,11,F,W,67,0,0.1228,0.40625
532,F34,2,11,M,W,67,0,NA,0.8839
533,F34,2,11,F,W,67,0.0071,0.0356,0.28125
534,F34,2,11,F,W,67,0.0107,0.0534,0.6607
535,F34,2,11,M,W,67,0,NA,0.66515
536,F34,2,5,F,A,67,0.0142,NA,0.8884
537,F34,2,5,F,A,67,0.0231,0.0554,0.6429
539,F34,2,5,F,A,67,0.0071,NA,0.84375
540,F34,2,5,F,A,67,0.0801,0.1429,0.5089
541,F34,2,11,F,A,66,0.0196,0.0658,0.683
542,F34,2,11,M,A,66,0.0267,0.2242,0.14285
543,F34,2,11,M,A,66,0.0338,0.1317,0.54465
544,F34,2,11,F,A,66,NA,NA,NA
545,F34,2,11,M,A,66,0.0356,0.0484,0.16515
546,F34,2,11,F,A,66,0.0498,0.153,0.3616
547,F34,2,11,M,A,66,0.0552,0.0391,0.0982
548,F34,2,11,F,B,66,0.048,0.0605,0.16075
549,F34,2,11,M,B,66,0.0534,0.0125,0.4107
550,F34,2,11,M,B,66,0.0516,0.1459,0.42855
551,F34,2,11,M,B,66,0.0196,0.0108,0.07145
552,F34,2,6,F,B,66,0.0338,0.0516,0.2902
553,F34,2,6,F,W,66,0.0125,0.089,0.4107
554,F34,2,6,F,W,66,0.0178,0.3221,0.4375
556,F34,2,6,M,W,66,0.0214,0.1738,0.4554
557,F34,1,8,M,B,61,0.0569,0.0481,0.02235
558,F34,1,8,M,B,61,0.0125,0.0196,0.04465
559,F34,1,8,M,B,61,0.0498,0.275,0.308
560,F34,1,8,M,B,61,0.0445,0.0696,0.0982
561,F34,1,8,M,B,61,0.0623,0.0732,0.0491
562,F34,1,8,M,B,61,0.0623,0.0552,0.3214
563,F34,1,8,M,B,61,0.0996,0.1708,0.0848
564,F34,1,8,M,W,61,0.0196,0.0765,0.5
565,F34,1,2,M,A,60,0.0445,0.3274,0.71875
566,F34,1,2,F,A,60,0.0267,0.1393,0.36605
567,F34,1,2,F,A,60,0.089,0.2786,0.2098
568,F34,1,2,F,A,60,NA,NA,NA
569,F34,1,10,M,B,60,0.0979,0.1139,0.59825
570,F34,1,10,M,B,60,0.0587,0.1014,0.56695
571,F34,1,10,M,B,60,0.0925,0.105,0.4643
572,F34,1,10,M,B,60,0.0196,0.0143,0.6652
573,F34,1,10,F,B,60,0.0107,0.3393,0.37945
574,F34,1,10,M,B,60,0.0587,0.0589,0.64735
575,F34,1,10,M,W,60,0.0089,NA,0.70535
576,F34,1,10,F,W,60,0.0249,0.1571,0.76785
577,F34,1,10,F,W,60,0.0107,NA,0.7098
578,F34,1,10,M,W,60,0.032,0.0356,0.57145
579,F34,1,3,M,B,58,0.0196,0.0231,0.0268
580,F34,1,3,M,B,58,0.0552,0.0214,0.20535
581,F34,1,3,F,B,58,0.0267,0.0661,0.21875
582,F34,1,10,F,A,55,0.048,0.0945,0.11605
583,F34,1,10,M,A,55,NA,0.0374,0.36605
584,F34,1,10,F,A,55,0.073,0.2709,0.8527
585,F34,1,10,F,A,55,0.0285,0.066,0.50445
586,F34,1,10,M,A,55,0.1157,0.1352,0.05805
587,F34,1,10,F,B,55,0.0374,0.0267,0.3393
588,F34,1,10,M,B,55,0.1228,0.1014,0.53575
589,F34,1,10,F,B,55,0.0338,0.0285,0.0134
590,F34,1,10,M,B,55,0.0445,0.041,0.0625
591,F34,1,10,M,B,55,0.0801,0.0998,0.37055
592,F34,1,6,M,A,54,0.0409,0.2829,0.34375
593,F34,1,6,F,A,54,0.0409,0.2531,0.3036
594,F34,1,6,F,A,54,0.1068,0.3494,0.4866
595,F34,1,6,F,W,54,0.0178,0.1034,0.66515
596,F34,1,6,F,W,54,0.0071,0.0267,0.39735
597,F34,1,6,M,W,54,0.0374,0.0267,0.14285
598,F34,2,6,F,W,66,0.0125,0.1103,0.4018
599,F34,2,4,M,W,65,0.0338,0.1034,0.57145
600,F34,2,4,M,W,65,NA,NA,NA
601,F34,2,4,M,W,65,NA,NA,NA
602,F34,2,4,M,W,65,NA,NA,NA
603,F34,2,9,M,B,65,NA,NA,NA
604,F34,2,9,M,B,65,0.048,0.0804,0.0491
605,F34,2,9,M,B,65,0.0587,0.0641,0.1875
606,F34,2,9,M,B,65,0.0676,0.0267,0.1607
607,F34,2,9,M,B,65,0.0747,0.0587,0
608,F34,2,9,F,B,65,0.0071,0.0768,0.47765
609,F34,2,9,M,B,65,0.0356,0.1441,0.7991
610,F34,2,9,M,B,65,0.032,0.0304,0.01785
611,F34,2,9,F,B,65,0.0285,0.0482,0.0893
612,F34,2,3,M,B,64,0.0178,0.1872,0.433
613,F34,2,3,M,NA,64,0.0302,0.1319,0.5402
614,F34,2,3,F,B,64,0.0302,0.0783,0.17855
615,F34,2,4,M,W,64,0.0142,0.0232,0.09375
616,F34,2,4,F,W,64,0.0089,0.016,0.15625
617,F34,2,4,F,W,64,0,0.0838,0.50445
618,F34,2,4,M,W,64,0.0231,0.0909,0.24105
619,F34,2,7,F,B,64,0.0231,0.2473,0.64735
620,F34,2,7,F,B,64,0.0356,0.1317,0.73215
621,F34,2,7,M,B,64,0.0587,0.0409,0.14735
622,F34,2,7,F,W,64,NA,NA,NA
623,F34,2,7,F,W,64,0.0214,0.1388,0.57145
624,F34,2,7,M,W,64,0.0302,0.0125,0.13395
625,F34,2,7,F,W,64,NA,NA,NA
626,F34,2,6,M,W,63,0.0516,0.0107,0.0982
627,F34,2,6,F,W,63,NA,NA,NA
628,F34,2,6,F,W,63,0.0071,0.1444,0.80355
629,F34,2,6,F,W,63,0.016,0.057,0.3884
630,F34,2,6,F,W,63,0.0178,0.0499,0.6473
631,F34,2,6,M,W,63,0.0231,0.0641,0.5625
632,F34,2,3,F,B,63,NA,NA,NA
633,F34,2,3,F,B,63,0.0428,0.1212,0.35715
634,F34,2,3,F,W,63,0.016,0.0053,0.0536
751,F34,3,5,M,W,66,0.0285,0.0536,0.6384
752,F34,3,5,F,W,66,0.0036,0.0747,0.0357
753,F34,3,5,M,W,66,0.0658,0.0411,0.48215
754,F34,3,5,F,W,66,0.0409,0.032,0.49555
755,F34,3,5,M,W,66,0.0214,0.0393,0.01785
756,F34,2,6,M,B,66,0.0783,0.0536,0.1741
757,F34,2,6,F,B,66,0.0107,0.0196,0.2857
758,F34,2,6,F,B,66,0.0445,0.0766,0.6339
759,F34,2,6,F,B,66,0.0569,0.1604,0.00895
760,F34,2,6,F,W,66,0.0196,0.0071,0.0893
761,F34,2,6,M,W,66,0.0214,0.1786,0.433
762,F34,1,6,M,A,66,0.032,0.0836,0.10715
763,F34,1,6,M,B,66,0.0801,0.048,0.55355
764,F34,1,6,F,B,66,0.0036,0.2321,0.58485
765,F34,1,6,M,B,66,0.0979,0.2883,0.15625
766,F34,1,6,F,B,66,0.0302,0.0946,0.29465
767,F34,1,6,F,W,66,0.0071,0.1179,0.5089
768,F34,2,3,F,W,65,0.0142,0.0907,0.27675
769,F34,2,3,M,W,65,0.0552,0.3559,0.4777
770,F34,2,3,M,W,65,0.0374,0.0498,0.23215
771,F34,2,1,M,B,65,0.0569,0.0302,0.32585
772,F34,3,1,F,B,65,0.0302,0.0712,0.375
875,F34,2,2,M,B,59,0.0249,0.0554,0.59375
876,F34,2,2,M,W,59,0.0107,0.025,0.2098
878,F34,2,5,F,W,59,0,0.0142,0.2366
879,F34,2,5,F,W,59,0.0267,0.0427,0.43305
880,F34,2,5,M,W,59,0.0463,0.1744,0.78575
881,F34,2,5,F,W,59,0.0249,0.0267,0.79015
882,F34,2,5,M,W,59,0,0.0338,0.13395
883,F34,1,1,F,A,58,0.0907,0.2171,0.73215
884,F34,3,7,M,B,58,0.0783,0.0768,0.21425
885,F34,3,7,F,B,58,0.0605,0.1299,0.27235
886,F34,3,7,F,B,58,0,0.0943,0.47765
887,F34,3,7,M,B,58,0.0338,0.1732,0.33485
888,F34,3,7,M,B,58,0.0053,0.1335,0.0848
889,F34,3,7,F,B,58,0.0036,0.0036,0.49555
890,F34,3,7,F,B,58,0.0249,0.1584,0.6607
891,F34,2,8,F,B,58,0.0214,0.1441,0.51785
892,F34,2,8,F,B,58,NA,NA,NA
893,F34,2,8,M,B,58,NA,NA,NA
894,F34,2,8,F,B,58,0.0267,0.1886,0.6429
896,F34,2,8,F,B,58,NA,NA,NA
897,F34,2,8,F,W,58,NA,NA,NA
898,F34,2,8,F,W,58,NA,NA,NA
899,F34,2,8,M,W,58,0,0.0196,0.4509
900,F34,2,5,M,B,58,0.0836,0.0214,0.1607
901,F34,2,5,F,B,58,0.0516,0.0516,0.10715
902,F34,2,5,M,B,58,0.0285,0.0587,0.44645
903,F34,2,5,M,B,58,0.048,0.0409,0.20535
904,F34,2,5,M,B,58,0.0196,0.0587,0.0223
905,F34,2,7,F,B,56,0.048,0.0819,0.30805
906,F34,2,7,F,W,56,0.0036,0.032,0.71425
907,F34,2,7,F,W,56,0.0036,0.0196,0.2857
908,F34,2,7,F,W,56,0.0196,0.0071,0.27675
909,F34,2,7,F,W,56,0.0089,0.0481,0.25
910,F34,2,7,M,W,56,0.0374,0.1477,0.2991
911,F34,2,7,F,W,56,NA,NA,NA
912,F34,2,5,F,A,55,0.0552,0.1515,0.67855
913,F34,2,5,M,A,55,0.1085,0.025,0.3348
914,F34,2,5,M,A,55,NA,NA,NA
915,F34,2,5,M,W,55,NA,NA,NA
916,F34,2,5,F,W,55,NA,NA,NA
917,F34,3,3,F,A,54,0.0267,0.0391,0.23215
918,F34,3,3,F,W,54,NA,NA,NA
919,F34,3,3,M,W,54,NA,NA,NA
965,F34,2,5,M,A,60,NA,NA,NA
966,F34,2,5,F,A,60,NA,NA,0.2006
967,F34,2,5,M,A,60,NA,NA,0.129
968,F34,2,5,M,A,60,NA,NA,0.4849
969,F34,2,5,F,B,60,NA,NA,0.4534
110-488,F34,2,9,M,B,74,0.0658,0.0946,0.77675
117-488,F34,2,9,F,B,74,0.0323,0.0943,0.0402
49-214,F34,1,9,F,B,57,0.0338,0.05,0.1741
49-215,F34,1,9,F,B,57,0.0427,0.0696,0.0625
49-222,F34,1,9,F,W,57,0.0249,0.1643,0.1384
50-216,F34,1,9,M,B,57,0.032,0.0712,0.05355
50-217,F34,1,9,M,W,57,0.0142,0.0053,0.10265
50-218,F34,1,9,M,W,57,0.016,0.0374,0.45535
50-219,F34,1,9,M,W,57,0.0036,0.0178,0.2946
50-220,F34,1,9,M,W,57,0.0089,0.0089,0.08485
51-224,F34,1,10,F,B,57,0.048,0.2349,0.55805
51-225,F34,1,10,F,B,57,0.0321,0.3,0.68305
51-226,F34,1,10,F,B,57,0.0535,0.0768,0.61605
51-228,F34,1,10,F,B,57,0.0624,0.1464,0.6384
52-223,F34,1,10,M,B,57,0.0231,0.0516,0.2768
52-227,F34,1,10,M,B,57,0.0819,0.0979,0.5491
64-289,F34,1,11,F,W,62,0.0036,0.0463,0.8705
67-348,F34,1,8,M,B,57,0.0641,0.1139,0.1429
77-348,F34,1,8,F,B,57,0.0107,0.0125,0.1518
